Show_ID,Title,Genre,Release_Year,Rating,Duration,Country,Date_Added,Director,Cast,Language,Production_Type,IMDB_Score,Number_of_Episodes,Tags,User_Engagement,Award_Winning,Budget,Release_Month
s0755,Federal different section,Crime,2005,R,90 min,United States,2019-08-19,Steve Morris,"Brenda Rivera, Jenna Parker, Angela Shields",Spanish,Movie,4,,"based on true story, teen drama",872993,1,7070214,8
s0756,Allow,Documentary,2000,TV-PG,3 Seasons,United States,2016-04-30,Christina Armstrong,"Mr. Eric Finley PhD, Michele Lawrence, Amy Moore",English,Movie,9.1,,"family, teen drama",277190,0,5532192,9
s0757,Concern hard purpose,Documentary,2021,TV-PG,1 Season,Germany,2016-06-25,Lori Coffey,"Michael Washington, Stephanie Lindsey, Joseph Tanner",Japanese,Movie,4.2,,"thriller, based on true story",835800,0,7421900,3
s0758,Section sometimes quickly,Documentary,2007,PG-13,3 Seasons,France,2025-03-04,Billy Bates,"Michael King, Ashley Foster, Michael Martin",Japanese,TV Show,7,17,"sci-fi, crime",623445,1,18220884,8
s0759,Result song,Thriller,2014,PG-13,2 Seasons,Canada,2017-04-21,Jennifer Price,"Christopher Collins, Sarah Dixon, Thomas Hunter",French,Movie,5.7,,"family, thriller",437522,0,4806499,12
s0760,Whole part,Documentary,2001,TV-PG,4 Seasons,Canada,2021-05-02,Christopher Horton,"Steven Rodriguez DVM, Kelsey Jones, Ryan Baker",Japanese,Movie,5,,"dark comedy, sci-fi",534464,1,17525019,3
s0761,Our left get difficult,Action,2015,R,1 Season,France,2023-12-25,Kristopher Reid,"Brittany Mayo, Danielle Wiggins, Janice Griffin",English,Movie,4.8,,"crime, dark comedy",963148,1,1907820,9
s0762,Learn story place,Comedy,2006,PG-13,2 Seasons,United States,2021-12-07,Peter Huerta,"Debra Carroll, Anne Parker, Jordan Perez",Korean,TV Show,5,7,"family, romance",852124,1,3446882,9
s0763,Far young,Drama,2020,R,1 Season,United Kingdom,2023-12-19,Cynthia Potter,"Catherine Foley, David Hall, Kelly Williams",French,Movie,5.7,,"action-packed, crime",299698,1,19009284,2
s0764,Land,Horror,2022,R,4 Seasons,France,2016-05-01,Brenda Campos,"Douglas Martinez, Mary Dixon, Michele Lawrence",Hindi,Movie,7.1,,"dark comedy, based on true story",775081,1,6066311,7
s0765,Behind standard plan,Drama,2008,TV-PG,90 min,Spain,2020-06-01,Sarah Figueroa,"Joseph Hanson DVM, Megan Sullivan, Samuel Roberts",Spanish,Movie,5.9,,"family, thriller",933889,1,17409756,3
s0766,Treatment level relationship wife,Sci-Fi,2008,PG-13,2 Seasons,France,2015-07-29,Christopher Perkins,"Kathleen Smith, Benjamin Horton DDS, Samantha Smith",English,Movie,8.3,,"teen drama, thriller",42230,1,4740141,7
s0767,Past rule should,Sci-Fi,2015,TV-PG,120 min,India,2019-01-27,Alison Harper,"Sydney Butler, Eric Clark, Jose Gibson",Spanish,Movie,5,,"dark comedy, romance",971459,0,11505151,7
s0768,Nation own,Action,2015,PG-13,1 Season,United States,2015-06-30,Debra Smith,"Mason Perry, Lisa Garcia, Julie Estes",Korean,Movie,4.1,,"thriller, sci-fi",312580,0,15731241,2
s0769,Property seat,Drama,2019,TV-14,3 Seasons,United Kingdom,2015-10-08,Michael Koch,"Jeremy Jones, Rodney Griffin, Christina Richardson",Hindi,Movie,8.9,,"romance, sci-fi",613383,0,12304197,8
s0770,Tough official talk,Comedy,2009,R,120 min,India,2016-01-24,Casey Hernandez,"Michelle Hodges, Heather Morgan, Brittney Merritt",French,TV Show,4.5,4,"teen drama, thriller",616039,0,10036513,4
s0771,Second cover possible,Sci-Fi,2020,TV-MA,4 Seasons,India,2016-06-24,Renee Young,"Jonathan Parks, Patrick Bishop, Jessica Williams",Japanese,TV Show,6.1,5,"action-packed, teen drama",795195,1,17772416,4
s0772,Congress people,Sci-Fi,2002,TV-14,120 min,India,2019-07-20,Dustin Ellis,"Alicia Solomon, Sydney Butler, David Hall",French,Movie,7.2,,"romance, family",987474,1,4054380,4
s0773,And evidence,Comedy,2002,TV-PG,4 Seasons,Germany,2020-07-27,Kelly Fisher,"Hannah Ward, Amanda Serrano, Jessica Williams",Spanish,Movie,6.5,,"family, based on true story",548887,0,13020283,8
s0774,News least,Thriller,2023,TV-14,1 Season,Spain,2022-01-05,Jeremy Gray,"Marissa Martin, Keith Allen, Michelle Hernandez",English,TV Show,9.5,17,"action-packed, sci-fi",227794,1,7065684,1
s0775,Happy left,Sci-Fi,2006,R,90 min,France,2024-05-05,Michelle Buchanan,"Susan Johnson, Michele Logan, Gerald Nicholson",Spanish,TV Show,8.3,13,"action-packed, thriller",635147,1,10631009,6
s0776,Score game social,Comedy,2005,TV-MA,120 min,France,2021-03-17,Russell Hill,"Sean Villegas, Jessica Bryant, April Robertson",Japanese,Movie,5.8,,"action-packed, teen drama",540226,0,17193631,1
s0777,Congress,Comedy,2019,PG-13,120 min,United Kingdom,2025-03-24,Angela Newton,"Heather Durham, Margaret Shelton, Jessica Krause",French,Movie,4.3,,"action-packed, romance",504237,0,4633387,8
s0778,Edge executive economic,Thriller,2015,TV-14,1 Season,France,2017-09-27,Eileen Perez,"Dennis Owen, Cindy Lyons, David Harvey",Japanese,TV Show,7.5,12,"romance, based on true story",413334,0,13501981,5
s0779,Tell trouble place,Comedy,2012,TV-MA,3 Seasons,Spain,2016-06-15,James Tucker,"Jose Gibson, Sabrina Frank, Christopher Knox",Japanese,TV Show,9.5,15,"thriller, based on true story",750909,0,14431704,12
s0780,Across force apply,Sci-Fi,2016,TV-PG,3 Seasons,United Kingdom,2021-12-08,Molly Hill,"Joseph Williams, Lisa Garcia, Claire Taylor",Japanese,Movie,6.6,,"thriller, romance",419520,0,15909409,4
s0781,Western mouth hour,Horror,2006,TV-MA,2 Seasons,India,2015-04-20,Melanie Ortega,"Travis Thompson, Daryl Reeves, Brittney Merritt",Japanese,TV Show,7,9,"action-packed, based on true story",136916,0,15664302,4
s0782,Whole offer,Action,2008,PG-13,90 min,United Kingdom,2016-06-26,Chelsea Johnson,"Michael Michael, Timothy Bruce, Tiffany Ibarra",Spanish,Movie,5.7,,"sci-fi, based on true story",22841,0,18753958,1
s0783,That from doctor worry,Drama,2012,TV-PG,120 min,Spain,2023-10-20,Garrett Ryan,"Evan Haley, Samuel Roberts, Dorothy Cunningham",Spanish,TV Show,8.5,15,"family, action-packed",975456,1,3009401,11
s0784,Guess network crime,Action,2000,TV-PG,120 min,Spain,2017-08-18,Debra Smith,"Jose Zamora, Jeff Tucker, Rhonda Perez",French,Movie,5,,"thriller, family",544427,0,7586956,1
s0785,Million build,Crime,2019,TV-14,90 min,Spain,2020-12-19,Dale Moore,"Joanna Burton, Franklin Campbell, Katrina Conley",Hindi,Movie,7.3,,"dark comedy, action-packed",280331,1,13127016,5
s0786,Out strong,Action,2010,TV-14,1 Season,Canada,2019-09-14,Andrew Turner Jr.,"Dale Brown, Jessica Williams, Samantha Smith",Korean,TV Show,9.1,3,"action-packed, dark comedy",86544,1,16715457,1
s0787,Think establish politics,Action,2005,PG-13,4 Seasons,United Kingdom,2017-02-20,Cindy White,"Sarah Dixon, Christopher Knox, Christopher Simmons",French,Movie,7,,"sci-fi, action-packed",591368,0,10225939,7
s0788,Plant certainly later,Thriller,2020,TV-PG,1 Season,Germany,2021-01-15,Taylor Williams,"Ian Garza, Benjamin Long, David Bradley",French,TV Show,8.5,6,"thriller, sci-fi",209537,1,815930,2
s0789,Black father,Crime,2000,TV-PG,2 Seasons,United States,2018-07-11,Laura Stark,"Anthony Black, David Gray, Michael Adams",Japanese,Movie,5.8,,"crime, dark comedy",260147,0,15817201,2
s0790,Morning ago,Comedy,2004,R,4 Seasons,Canada,2016-04-12,Anthony Martin,"Margaret Heath, Amanda Serrano, Sandra Ortiz",French,Movie,7.9,,"crime, action-packed",990461,1,4758222,8
s0791,Itself recent evidence although,Action,2020,TV-14,90 min,Canada,2024-02-13,Adam Camacho,"Renee Chambers, Mr. Eric Finley PhD, Brian Odonnell",German,Movie,8.9,,"based on true story, action-packed",614512,1,18196618,9
s0792,Partner system between fund,Thriller,2008,R,1 Season,Canada,2016-12-29,Steve Morris,"Melissa Ramos, Sandra Young, Dennis Garcia",French,Movie,7.4,,"action-packed, sci-fi",852403,1,1973330,8
s0793,Idea Republican,Crime,2015,TV-14,3 Seasons,United States,2018-10-19,Kristopher Reid,"Amy Lewis, Thomas Hunter, Sharon Williams",Hindi,TV Show,6.2,17,"family, teen drama",312855,0,4440685,11
s0794,Move much,Drama,2005,TV-14,90 min,United States,2015-12-03,Christopher Horton,"Daniel Mcconnell, Benjamin Bartlett, Danielle Henderson",English,TV Show,9.1,6,"dark comedy, teen drama",855946,0,861469,11
s0795,Prove,Action,2018,PG-13,2 Seasons,Canada,2023-11-07,Dr. James Lynch,"Samuel Hernandez, John Knight, Timothy Castillo",German,TV Show,7.2,11,"romance, crime",173279,0,6161144,6
s0796,Right,Drama,2008,PG-13,3 Seasons,India,2023-11-05,Michael Aguilar,"Joseph Tanner, Joshua Walker, Mary Parsons",Hindi,TV Show,5.3,13,"thriller, dark comedy",914734,0,4612471,9
s0797,Network consider,Sci-Fi,2003,R,3 Seasons,Spain,2016-02-22,Jesse Kim,"Jennifer Jones, Mario Williams, Kristen Brown",French,Movie,5.8,,"crime, dark comedy",743886,1,10847015,5
s0798,Offer hotel room grow,Drama,2008,TV-PG,1 Season,Spain,2015-06-18,Susan Hunt,"Cindy Lyons, Jason Williams, Christopher Guzman",Hindi,Movie,8.3,,"thriller, family",852518,0,6120377,3
s0799,Society executive section,Sci-Fi,2010,TV-14,3 Seasons,France,2016-08-28,Kelly Fisher,"Jessica Michael, Richard Nelson, Judy Ward",German,Movie,5.2,,"crime, teen drama",462821,0,17750092,7
s0800,Continue cover find,Sci-Fi,2000,TV-PG,90 min,Germany,2021-12-07,Jesse Kim,"Lauren Harrell, Carly Curry, Michelle Moore",Korean,TV Show,8.8,7,"sci-fi, family",716718,1,5057302,11
s0801,Election feel own,Drama,2018,TV-14,1 Season,Spain,2023-06-26,Charles Palmer,"Judy Ward, Miss Miranda Morse, Tammy Smith",Spanish,Movie,6,,"sci-fi, teen drama",944843,1,13938979,12
s0802,Deal manager life,Drama,2011,TV-PG,3 Seasons,United Kingdom,2022-07-09,Martha White,"Miss Miranda Morse, Jose Fernandez, John Watson",French,TV Show,4.3,1,"romance, thriller",896678,1,18026235,12
s0803,Direction party,Crime,2014,PG-13,1 Season,Canada,2015-10-07,Clayton Morrow,"Travis Thompson, Tiffany Hubbard, Mariah Warren",English,TV Show,7.8,13,"based on true story, romance",251655,0,16217894,3
s0804,Feel tend style,Drama,2022,PG-13,2 Seasons,Spain,2019-05-24,Savannah Alexander,"Seth Duffy, Danielle Anderson, Barbara Sanchez",Japanese,TV Show,9,15,"thriller, family",587307,1,3797357,4
s0805,Major event seat service,Drama,2017,TV-14,120 min,India,2018-08-16,Timothy Martin,"Travis Baker, Carly Curry, Laura Gutierrez",Korean,TV Show,4.4,15,"based on true story, teen drama",705417,1,15458874,3
s0806,Operation data four,Documentary,2002,TV-MA,2 Seasons,United States,2018-03-08,Jason Miller,"Julie Estes, Catherine Foley, Katherine Bowen",Hindi,Movie,6.8,,"teen drama, action-packed",326503,1,14923371,10
s0807,Account industry,Documentary,2023,PG-13,90 min,Canada,2022-02-23,Dale Moore,"Mark Thompson, Darryl Cole, Sharon Williams",Hindi,Movie,8.5,,"based on true story, sci-fi",579340,0,1999043,6
s0808,Statement together responsibility cost,Horror,2002,TV-PG,4 Seasons,France,2018-02-05,Dalton Clark,"Laura Christensen, Mariah Rodriguez, Crystal Jones",Spanish,Movie,6.8,,"family, based on true story",306066,1,14964764,1
s0809,Factor ten decision,Action,2015,PG-13,3 Seasons,France,2017-11-15,Isaiah Gonzalez,"John Watson, Cody Ramirez PhD, Kevin Flowers",Spanish,TV Show,5.5,9,"sci-fi, dark comedy",615582,0,13980212,9
s0810,Machine great,Action,2023,TV-14,2 Seasons,France,2018-07-17,Kenneth Conrad,"Sarah Dixon, Danielle Mcintyre, Nathan Lewis",English,TV Show,5.4,17,"romance, thriller",741228,1,14561040,3
s0811,Bar back,Horror,2022,R,1 Season,France,2022-04-16,Chelsea Johnson,"Julie King, Daniel Castillo, Rebecca Martin",Korean,Movie,8.9,,"thriller, family",322554,0,13367091,2
s0812,Tell such team,Action,2007,PG-13,4 Seasons,Canada,2023-02-01,Heather Ward,"Benjamin Long, Michael Washington, Leslie Graham",Korean,TV Show,8.1,5,"action-packed, thriller",92254,1,9563309,5
s0813,Ability fine,Crime,2017,TV-PG,2 Seasons,India,2023-03-08,Randall Brown,"Amy Beck, Dalton Doyle, Grant Smith",Spanish,Movie,8.4,,"family, based on true story",246133,1,3648743,10
s0814,Hotel kid focus,Crime,2010,TV-14,120 min,Germany,2024-05-01,Shawn Burton,"Grant Smith, Christopher Knox, Laura Garcia",French,TV Show,8.7,8,"sci-fi, dark comedy",426932,0,19230188,1
s0815,Show month sit,Drama,2013,TV-14,1 Season,United States,2022-06-10,Laura Stevens,"Phyllis Gonzalez, Sydney Butler, Erin Peters",Korean,Movie,5.2,,"family, dark comedy",207715,1,17251764,3
s0816,Floor,Documentary,2018,R,120 min,United Kingdom,2019-02-21,Andrew Bridges,"Samantha Armstrong, Roberta Avery, Aaron Castro",German,TV Show,7.6,2,"family, sci-fi",798452,1,11943266,12
s0817,Prove near sea,Crime,2009,R,4 Seasons,United States,2023-09-20,Cynthia Potter,"Margaret Shelton, Michael Turner, Judy Ward",Hindi,TV Show,8.8,2,"based on true story, action-packed",844971,1,10220545,11
s0818,Three light,Crime,2003,TV-MA,3 Seasons,Spain,2019-12-03,James Tucker,"Chelsea Andrews, Tiffany Reed, Kayla Underwood",English,TV Show,8.9,6,"family, thriller",521737,1,16254023,10
s0819,Possible this,Comedy,2019,R,3 Seasons,Germany,2018-08-31,Shawn Burton,"Kerry Butler, Sarah Brown, Melissa Hooper",Japanese,TV Show,8.2,16,"sci-fi, thriller",717915,1,5674027,12
s0820,Star car building,Sci-Fi,2010,TV-PG,4 Seasons,Germany,2022-07-15,Ashley Lang,"Michael Evans, Larry Mayo, Sandra Hall",Spanish,Movie,8.2,,"family, crime",995203,1,2079547,4
s0821,Area student several different,Sci-Fi,2010,TV-MA,4 Seasons,United States,2017-05-10,Jon Durham,"Steven Mitchell, Katie Santos, Angela Shields",Korean,Movie,5.3,,"thriller, romance",325754,0,18945853,5
s0822,Marriage safe,Comedy,2008,R,1 Season,United States,2024-01-09,Judy Francis,"David Bradley, Jenna Parker, Susan Johnson",Japanese,Movie,5.2,,"thriller, family",723005,1,12211433,12
s0823,Owner plant,Sci-Fi,2009,TV-PG,1 Season,United Kingdom,2024-08-10,Thomas Odonnell,"Edward Benson, Sophia Ingram, Nancy Martinez",Japanese,TV Show,5.2,15,"family, based on true story",500118,0,3538541,5
s0824,Newspaper once way,Horror,2011,TV-PG,4 Seasons,Spain,2016-03-21,Dylan Perez,"Stephen Owens, Mr. Brett Lewis, David Taylor",Japanese,TV Show,8,5,"sci-fi, dark comedy",109653,0,1154176,8
s0825,Movie seat federal,Horror,2012,TV-14,2 Seasons,Spain,2021-07-25,Cynthia Walker,"Samantha Clark, Rachel Gardner, James Freeman",German,TV Show,4.3,3,"based on true story, family",697212,0,14383383,5
s0826,Far sister increase,Horror,2001,R,1 Season,United Kingdom,2016-02-08,Dale Moore,"Donna Garcia, Eric Macdonald, Alexandra Murphy",Hindi,Movie,7.2,,"dark comedy, teen drama",804895,1,5605757,3
s0827,Upon believe be,Drama,2019,PG-13,2 Seasons,Spain,2018-02-26,Gina Pearson,"Christopher Knox, Margaret Heath, Maria West",Japanese,Movie,4.1,,"romance, sci-fi",263570,1,15531970,4
s0828,Stop use,Thriller,2011,PG-13,2 Seasons,India,2024-03-23,Amber Clark,"Matthew Chavez, Todd Ramos, Christopher Knox",Korean,Movie,4.8,,"crime, based on true story",869763,0,14191608,10
s0829,Everybody throw example,Sci-Fi,2008,TV-14,2 Seasons,France,2018-09-13,Richard Thornton,"Michelle Moore, Michele Logan, Jeffrey Moore",French,TV Show,5.4,13,"teen drama, thriller",362642,1,5961375,12
s0830,Issue act test hot,Horror,2015,R,120 min,France,2016-09-23,Johnny Murray,"Deborah Patel, Mr. David Hall, Paul Clark",German,Movie,5.5,,"sci-fi, family",209488,1,13244523,2
s0831,Community medical,Sci-Fi,2013,TV-PG,3 Seasons,Germany,2018-03-24,Christopher Lee,"Amanda Mcmillan MD, Beverly Gonzales, Evelyn Spence",Japanese,TV Show,7.3,9,"crime, romance",39828,0,14884323,3
s0832,Visit animal meet,Action,2001,R,4 Seasons,United States,2016-09-07,Renee Young,"Gabriela Ellison, Miss Karen Young PhD, Kelly Williams",French,Movie,4.6,,"action-packed, teen drama",462650,0,18274676,3
s0833,Base reach stuff,Sci-Fi,2007,TV-MA,90 min,United States,2021-05-31,Glenn Fisher,"Sabrina Frank, Laura Christensen, Lance Martin",Korean,Movie,8.8,,"family, sci-fi",273403,1,15841358,10
s0834,Improve suggest able,Sci-Fi,2018,TV-14,2 Seasons,Germany,2016-07-06,Edward Norris,"Larry Jackson, Jessica Krause, Sandra Brown",French,TV Show,6.8,9,"family, romance",598247,1,6631772,1
s0835,Enter same,Drama,2017,PG-13,90 min,United Kingdom,2024-11-03,Daniel Smith,"Matthew Williams, Marcia Thomas MD, Mrs. Nicole Wolfe",Japanese,TV Show,4,7,"family, dark comedy",827306,0,19279516,1
s0836,Media message,Documentary,2022,R,90 min,United Kingdom,2023-02-03,Amanda Murphy,"David Hall, Kevin Rogers, Lisa Johnson",German,TV Show,7.5,17,"action-packed, crime",330449,0,2158106,6
s0837,Discussion picture,Action,2023,PG-13,4 Seasons,Germany,2019-10-12,Steve Morris,"Kelsey Jones, Nicole Klein, April Kane",English,Movie,6,,"dark comedy, romance",536679,1,16352591,1
s0838,Them participant brother,Thriller,2003,TV-MA,2 Seasons,United States,2019-08-27,Michelle Buchanan,"Kimberly Williams, Anne Olson DVM, Dennis Garcia",Japanese,TV Show,5.1,20,"based on true story, family",278726,0,6994464,7
s0839,Budget raise concern,Crime,2020,PG-13,120 min,United States,2015-12-26,Laurie Reid DDS,"Megan Cardenas, Jacob Williams, Mason Perry",English,Movie,6.8,,"thriller, crime",894750,0,13400463,6
s0840,Better morning spend,Drama,2006,TV-PG,90 min,Canada,2022-10-06,Eric Guerrero,"Donald Lyons, Samantha Morrison, Michael Wilkerson",French,TV Show,6.9,8,"dark comedy, based on true story",549388,1,3263888,3
s0841,Energy last life,Documentary,2010,PG-13,4 Seasons,India,2019-05-06,Steven Perez,"Katie Santos, Tiffany Reed, Danielle Mcintyre",Spanish,TV Show,5.7,17,"thriller, based on true story",12307,1,5271977,8
s0842,Doctor,Thriller,2006,TV-PG,90 min,Canada,2022-08-16,Anthony Oneal,"Timothy Matthews, Ian Mathews, Jose Zamora",Japanese,TV Show,4.6,12,"crime, thriller",715692,0,8749703,8
s0843,Life carry,Documentary,2017,TV-14,90 min,United Kingdom,2019-08-07,Wanda Stark,"Tiffany Hubbard, Jessica Bryant, Corey Harding",Spanish,TV Show,5.9,16,"action-packed, romance",719137,1,19105258,10
s0844,Bit,Horror,2012,PG-13,120 min,United States,2024-11-14,Cameron Hamilton,"Laura Gutierrez, Eric Macdonald, David Hall",Japanese,Movie,6.1,,"family, based on true story",685719,1,14789146,10
s0845,Our product,Comedy,2015,TV-PG,4 Seasons,Canada,2020-08-05,Heather Cervantes,"Karen Washington, Jared Jones, Joseph Williams",Hindi,TV Show,7.9,4,"based on true story, crime",296244,0,18892380,9
s0846,White traditional,Horror,2013,R,3 Seasons,United States,2022-08-22,Michelle Buchanan,"Evan Montes, Mary Mcgee, Catherine Foley",German,TV Show,8.4,2,"sci-fi, based on true story",12148,1,11451062,3
s0847,Player by,Crime,2005,PG-13,120 min,United States,2018-10-18,Kelly Martinez,"Kathleen Smith, Danielle Henderson, Hunter Dunn",Japanese,TV Show,7.9,7,"thriller, crime",435346,0,18730958,2
s0848,Town almost American,Drama,2014,TV-PG,90 min,Canada,2022-01-21,Steven Flynn,"James Freeman, James Hubbard, Thomas Hunter",English,Movie,4.6,,"teen drama, action-packed",615004,0,5257752,10
s0849,Turn,Horror,2013,TV-MA,1 Season,United States,2023-07-31,Jeremy Gray,"Tiffany Ibarra, Renee Chambers, Michael Turner",Spanish,TV Show,7.4,15,"family, based on true story",647843,1,17922792,4
s0850,Final smile situation our,Thriller,2012,TV-14,4 Seasons,Germany,2017-06-13,Edward Norris,"Taylor Flynn, Kerry Butler, Danielle Anderson",Hindi,TV Show,4.5,4,"thriller, crime",996193,1,17421392,10
s0851,Pressure agency thus actually,Comedy,2007,TV-MA,1 Season,Canada,2021-03-20,James Martin,"Michael Adams, Monica Davis, Jessica Davis",German,TV Show,4.8,18,"thriller, sci-fi",362265,1,4279540,1
s0852,Head human modern,Documentary,2011,TV-MA,4 Seasons,Canada,2021-03-20,Chelsea Crosby,"Andrea Smith, Katherine Tyler, Kara Ortiz",Korean,Movie,7.3,,"sci-fi, thriller",259646,1,2535833,6
s0853,Argue final deal true,Crime,2018,TV-14,3 Seasons,United States,2015-11-04,Richard Hill,"Jacqueline Sanchez, Tiffany Reed, Roberta Avery",Korean,TV Show,6,6,"family, action-packed",332178,0,7781687,2
s0854,Face risk,Comedy,2018,PG-13,2 Seasons,Spain,2017-01-22,Jessica Brown,"Samuel Hernandez, Hannah Ward, April Kane",French,TV Show,6.1,6,"action-packed, romance",265923,1,19848745,12
s0855,Figure item tell,Crime,2021,TV-MA,1 Season,Germany,2024-01-15,Kelly Fisher,"Diane Clark DVM, John Watson, Alexander Morris",Spanish,TV Show,6.5,10,"dark comedy, based on true story",418409,1,7518533,4
s0856,Since man mean,Documentary,2020,TV-PG,3 Seasons,France,2020-01-11,Tracey Walsh,"Samantha Morrison, David Harvey, Thomas Ruiz",Spanish,Movie,8.6,,"teen drama, family",851372,1,18552691,1
s0857,Dog professional art,Sci-Fi,2001,R,2 Seasons,France,2024-08-24,Adam Reynolds,"Sarah Dixon, Brittany Mayo, Erik Sanders",Korean,Movie,7.9,,"action-packed, thriller",338453,1,19353988,4
s0858,There reality,Thriller,2014,TV-14,90 min,Spain,2022-08-27,Tommy Horn,"David Hall, Makayla Oneill, Morgan James",Korean,Movie,6.8,,"family, action-packed",459370,1,11623106,9
s0859,Eight among sound,Sci-Fi,2001,TV-MA,3 Seasons,United Kingdom,2019-11-25,Dr. James Lynch,"Nicole Klein, Eric Macdonald, Darryl Cole",German,TV Show,7.9,1,"romance, action-packed",581175,1,1646187,4
s0860,Enough same,Drama,2023,PG-13,120 min,Canada,2024-10-09,Sarah Thornton,"Tristan Sims, Jason Adams, Joseph Mccoy",Hindi,Movie,6.3,,"thriller, sci-fi",596020,0,11608312,5
s0861,Home how recently,Thriller,2017,TV-14,3 Seasons,Spain,2018-11-18,Christina Young,"Ashley Ramirez, Mr. Eric Finley PhD, Breanna Coleman",Hindi,Movie,6.4,,"based on true story, romance",814675,0,17431030,8
s0862,Help place side gun,Comedy,2004,R,2 Seasons,India,2019-06-18,Mandy Hansen,"Evan Montes, Jordan Perez, Stephanie Lindsey",Japanese,Movie,8.3,,"sci-fi, teen drama",792997,0,13082587,2
s0863,They change,Comedy,2009,TV-MA,120 min,India,2023-03-18,Sean Stone,"Tammy Smith, Franklin Campbell, Ian Garza",Spanish,TV Show,7.6,10,"dark comedy, based on true story",820257,1,12039467,7
s0864,Television happy region,Action,2001,TV-14,120 min,Spain,2022-06-01,Emily Simmons,"Michael Nelson, George Hickman, Travis Baker",Japanese,Movie,9.1,,"action-packed, family",863211,0,953897,4
s0865,Exactly he according,Drama,2015,TV-MA,90 min,India,2016-10-05,Joseph Barnett,"Sandra Young, Melinda Hobbs, Michael Wright",French,TV Show,6.3,16,"teen drama, based on true story",494142,0,14377925,6
s0866,Least particularly,Comedy,2020,TV-PG,120 min,Germany,2020-10-01,Chelsea Crosby,"Paul Clark, Mariah Rodriguez, Sara Martin",Spanish,TV Show,5,6,"dark comedy, based on true story",688850,0,4635760,6
s0867,Sometimes example kitchen,Thriller,2007,PG-13,90 min,United Kingdom,2024-10-25,Isaiah Gonzalez,"Julie Estes, Morgan James, Christopher Smith",Hindi,Movie,9.1,,"family, romance",720441,0,7981643,1
s0868,Success among someone,Sci-Fi,2014,R,4 Seasons,Germany,2017-12-11,Larry Smith,"Julie Estes, Samantha Armstrong, Sean Villegas",Korean,TV Show,8.9,16,"based on true story, family",360778,0,11924653,6
s0869,General save,Comedy,2004,TV-PG,2 Seasons,India,2019-03-24,Savannah Alexander,"Dawn Gonzalez, Tristan Sims, Heather Morgan",French,TV Show,7.1,2,"romance, action-packed",25568,1,15569584,8
s0870,Energy medical policy also,Comedy,2012,PG-13,90 min,Canada,2021-11-17,Jennifer Cameron,"Patricia Huang, Ashlee Bautista, Michael Turner",Hindi,Movie,8.7,,"thriller, dark comedy",537498,0,7086090,4
s0871,Allow good improve,Sci-Fi,2010,TV-14,3 Seasons,Canada,2023-08-17,Dalton Clark,"Gerald Harvey, Mr. Eric Finley PhD, Stephen Bradley",Japanese,TV Show,6,16,"based on true story, dark comedy",676903,1,1238205,4
s0872,Middle even report,Comedy,2002,TV-PG,1 Season,United Kingdom,2015-07-07,Maria Mcpherson,"Monica Donovan, Cindy Gonzalez, Douglas Page",English,Movie,8.6,,"crime, teen drama",169107,1,18042660,4
s0873,Must crime activity opportunity,Action,2004,PG-13,1 Season,Germany,2018-04-24,Sandra Willis,"Christopher Harris, Kristen Brown, Cynthia Contreras",French,TV Show,6.5,16,"crime, family",149306,1,2965963,3
s0874,Street single arm,Comedy,2015,TV-14,3 Seasons,France,2017-08-16,Donna White,"Veronica Johnson, Christina Wong, Cheryl Jennings",French,Movie,7.7,,"crime, teen drama",849257,1,19867022,2
s0875,Shoulder rise onto,Sci-Fi,2020,TV-PG,90 min,Canada,2017-04-28,Laura Stevens,"Roger Hebert, Tina Shaffer MD, Aaron Castro",Korean,Movie,7.8,,"romance, dark comedy",854189,0,16687823,9
s0876,Policy nor about off,Drama,2000,TV-14,1 Season,France,2016-01-21,Laura Schultz,"Anthony Black, Kimberly Mooney, Monica Davis",English,Movie,6,,"thriller, romance",167956,1,3162204,6
s0877,Girl increase,Thriller,2019,R,3 Seasons,Spain,2021-09-18,Johnny Murray,"Dawn Peterson, Ian Garza, Michelle Schmidt",German,TV Show,5.4,5,"romance, teen drama",621255,0,17026323,7
s0878,Receive surface learn,Comedy,2005,TV-MA,4 Seasons,Canada,2020-03-02,Kiara Meyer,"Robert Brooks, Spencer Leblanc, Claire Taylor",Spanish,Movie,6.3,,"teen drama, dark comedy",977762,1,11323006,10
s0879,Success peace,Crime,2003,PG-13,2 Seasons,France,2018-06-14,Tracy Schneider,"Michael Washington, Briana Lane, Jonathan Nelson",French,Movie,7.4,,"thriller, dark comedy",535382,0,6257951,5
s0880,About answer item,Thriller,2021,PG-13,90 min,France,2019-02-28,Donna White,"Nicole Klein, Mariah Rodriguez, Melinda Hobbs",Japanese,TV Show,8.8,8,"thriller, dark comedy",682804,0,12547376,8
s0881,I seat,Action,2018,TV-14,4 Seasons,United States,2016-11-12,Diana Marshall,"Kevin Gonzales, Mary Dixon, Deborah Patel",Hindi,TV Show,4.9,17,"family, teen drama",140066,1,3910813,2
s0882,Fire something cause,Horror,2000,PG-13,2 Seasons,France,2023-10-06,Shannon Fuentes,"April Robertson, Brittney Merritt, Thomas Hunter",French,TV Show,4.4,16,"thriller, family",56596,0,14438719,1
